"WOZ-objecten naar waardeklasse; 1997 - 2011"
""
"";"";"";"";"Perioden"
"Waardeklasse WOZ-objecten";"Regio's";"Onderwerp";"";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010*";"2011*"
"250 000 tot 300 000 euro";"Overijssel (PV)";"Totaal WOZ-objecten";"aantal";"2834";"2898";"2981";"3131";"14478";"14850";"15280";"15778";"36830";"37403";"43802";"48993";"50566";"51382";"49790"
"250 000 tot 300 000 euro";"Overijssel (PV)";"WOZ-objecten woningen";"aantal";"890";"884";"917";"979";"10646";"10979";"11369";"11867";"32455";"33031";"39412";"44640";"46388";"47250";"45759"
"250 000 tot 300 000 euro";"Overijssel (PV)";"Recreatiewoningen en overige woningen";"aantal";"8";"6";"5";"6";"27";"29";"30";"34";"153";"200";"227";"276";"258";"221";"183"
"250 000 tot 300 000 euro";"Overijssel (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"763";"757";"772";"818";"2087";"2104";"2057";"2032";"2136";"2062";"1970";"1839";"1640";"1524";"1377"
"250 000 tot 300 000 euro";"Overijssel (PV)";"Niet-woningen; niet bewoond";"aantal";"1173";"1251";"1287";"1328";"1718";"1738";"1824";"1845";"2086";"2110";"2193";"2238";"2280";"2387";"2471"
"250 000 tot 300 000 euro";"Flevoland (PV)";"Totaal WOZ-objecten";"aantal";"732";"767";"832";"887";"3193";"3536";"3818";"3970";"8123";"8311";"9857";"11427";"12655";"12131";"11910"
"250 000 tot 300 000 euro";"Flevoland (PV)";"WOZ-objecten woningen";"aantal";"232";"256";"282";"308";"2212";"2526";"2780";"2913";"7306";"7412";"9021";"10598";"11882";"11397";"11127"
"250 000 tot 300 000 euro";"Flevoland (PV)";"Recreatiewoningen en overige woningen";"aantal";"-";"-";"-";"1";"4";"-";"-";"13";"9";"49";"39";"66";"64";"32";"44"
"250 000 tot 300 000 euro";"Flevoland (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"231";"227";"254";"264";"533";"538";"542";"531";"291";"302";"167";"116";"70";"86";"93"
"250 000 tot 300 000 euro";"Flevoland (PV)";"Niet-woningen; niet bewoond";"aantal";"269";"284";"296";"314";"444";"472";"496";"513";"517";"548";"630";"647";"639";"616";"646"
"250 000 tot 300 000 euro";"Gelderland (PV)";"Totaal WOZ-objecten";"aantal";"6974";"7164";"7385";"7658";"41309";"41959";"42641";"43274";"78210";"79455";"86376";"93665";"99007";"100420";"97583"
"250 000 tot 300 000 euro";"Gelderland (PV)";"WOZ-objecten woningen";"aantal";"3545";"3598";"3708";"3922";"34965";"35619";"36237";"36869";"71263";"72539";"79888";"87421";"92606";"94198";"91490"
"250 000 tot 300 000 euro";"Gelderland (PV)";"Recreatiewoningen en overige woningen";"aantal";"47";"11";"18";"13";"116";"140";"150";"149";"266";"287";"245";"289";"461";"529";"394"
"250 000 tot 300 000 euro";"Gelderland (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"1305";"1385";"1430";"1437";"3142";"3043";"2994";"2967";"2999";"2900";"2422";"2023";"1936";"1820";"1762"
"250 000 tot 300 000 euro";"Gelderland (PV)";"Niet-woningen; niet bewoond";"aantal";"2077";"2170";"2229";"2286";"3086";"3157";"3260";"3289";"3682";"3729";"3821";"3932";"4004";"3873";"3937"
"250 000 tot 300 000 euro";"Utrecht (PV)";"Totaal WOZ-objecten";"aantal";"7214";"7404";"7450";"7637";"24614";"25123";"25613";"25899";"39153";"40004";"50039";"66116";"78319";"83127";"78355"
"250 000 tot 300 000 euro";"Utrecht (PV)";"WOZ-objecten woningen";"aantal";"4959";"5096";"5155";"5282";"21756";"22206";"22680";"22942";"35973";"36837";"46825";"62951";"75101";"80078";"75257"
"250 000 tot 300 000 euro";"Utrecht (PV)";"Recreatiewoningen en overige woningen";"aantal";"41";"39";"31";"43";"58";"55";"55";"55";"390";"387";"396";"390";"417";"423";"392"
"250 000 tot 300 000 euro";"Utrecht (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"672";"693";"644";"661";"850";"857";"825";"822";"593";"581";"446";"356";"327";"289";"297"
"250 000 tot 300 000 euro";"Utrecht (PV)";"Niet-woningen; niet bewoond";"aantal";"1542";"1576";"1620";"1651";"1950";"2005";"2053";"2080";"2197";"2199";"2372";"2419";"2474";"2337";"2409"
"250 000 tot 300 000 euro";"Noord-Holland (PV)";"Totaal WOZ-objecten";"aantal";"11604";"11761";"12089";"12283";"42428";"43976";"45065";"45856";"113518";"115397";"128189";"154751";"176610";"176314";"166762"
"250 000 tot 300 000 euro";"Noord-Holland (PV)";"WOZ-objecten woningen";"aantal";"7452";"7514";"7782";"7934";"35826";"37259";"38315";"39107";"106007";"107885";"120359";"146785";"168296";"168415";"158996"
"250 000 tot 300 000 euro";"Noord-Holland (PV)";"Recreatiewoningen en overige woningen";"aantal";"76";"71";"22";"22";"46";"49";"52";"66";"322";"323";"621";"628";"1013";"945";"919"
"250 000 tot 300 000 euro";"Noord-Holland (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"694";"750";"807";"811";"1494";"1470";"1448";"1380";"1474";"1439";"1185";"1036";"903";"838";"772"
"250 000 tot 300 000 euro";"Noord-Holland (PV)";"Niet-woningen; niet bewoond";"aantal";"3382";"3426";"3478";"3516";"5062";"5198";"5250";"5303";"5715";"5750";"6024";"6302";"6398";"6116";"6075"
"250 000 tot 300 000 euro";"Zuid-Holland (PV)";"Totaal WOZ-objecten";"aantal";"12682";"13027";"13297";"13542";"40229";"41320";"42516";"43978";"99629";"101613";"124757";"151666";"165676";"165081";"158825"
"250 000 tot 300 000 euro";"Zuid-Holland (PV)";"WOZ-objecten woningen";"aantal";"7789";"7966";"8182";"8463";"33595";"34450";"35593";"36953";"91325";"93340";"115829";"142864";"157032";"156454";"150443"
"250 000 tot 300 000 euro";"Zuid-Holland (PV)";"Recreatiewoningen en overige woningen";"aantal";"69";"56";"53";"59";"197";"204";"203";"244";"614";"621";"997";"873";"773";"1070";"903"
"250 000 tot 300 000 euro";"Zuid-Holland (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"737";"778";"771";"690";"1253";"1259";"1257";"1230";"1360";"1294";"1167";"1035";"839";"854";"746"
"250 000 tot 300 000 euro";"Zuid-Holland (PV)";"Niet-woningen; niet bewoond";"aantal";"4087";"4227";"4291";"4330";"5184";"5407";"5463";"5551";"6330";"6358";"6764";"6894";"7032";"6703";"6733"
"250 000 tot 300 000 euro";"Zeeland (PV)";"Totaal WOZ-objecten";"aantal";"1004";"1033";"1092";"1151";"3197";"3318";"3445";"3558";"12218";"12401";"15150";"16681";"17659";"17338";"17172"
"250 000 tot 300 000 euro";"Zeeland (PV)";"WOZ-objecten woningen";"aantal";"364";"369";"410";"444";"1997";"2067";"2160";"2289";"10061";"10273";"13062";"14665";"15527";"15310";"15104"
"250 000 tot 300 000 euro";"Zeeland (PV)";"Recreatiewoningen en overige woningen";"aantal";"28";"31";"34";"36";"172";"182";"181";"178";"654";"653";"755";"796";"875";"842";"826"
"250 000 tot 300 000 euro";"Zeeland (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"175";"167";"176";"180";"388";"410";"406";"401";"766";"724";"507";"360";"346";"323";"331"
"250 000 tot 300 000 euro";"Zeeland (PV)";"Niet-woningen; niet bewoond";"aantal";"437";"466";"472";"491";"640";"659";"698";"690";"737";"751";"826";"860";"911";"863";"911"
"250 000 tot 300 000 euro";"Noord-Brabant (PV)";"Totaal WOZ-objecten";"aantal";"10900";"11092";"11304";"11649";"51578";"52486";"53477";"54369";"102277";"103819";"112622";"123912";"131710";"133217";"130831"
"250 000 tot 300 000 euro";"Noord-Brabant (PV)";"WOZ-objecten woningen";"aantal";"5568";"5647";"5784";"5988";"42957";"43898";"44955";"45936";"94107";"95746";"105166";"116531";"124203";"125980";"123744"
"250 000 tot 300 000 euro";"Noord-Brabant (PV)";"Recreatiewoningen en overige woningen";"aantal";"13";"11";"9";"9";"48";"48";"51";"56";"234";"239";"422";"556";"687";"735";"606"
"250 000 tot 300 000 euro";"Noord-Brabant (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"2556";"2537";"2574";"2602";"4351";"4283";"4128";"4006";"3218";"3086";"2107";"1673";"1569";"1396";"1385"
"250 000 tot 300 000 euro";"Noord-Brabant (PV)";"Niet-woningen; niet bewoond";"aantal";"2763";"2897";"2937";"3050";"4222";"4257";"4343";"4371";"4718";"4748";"4927";"5152";"5251";"5106";"5096"
"250 000 tot 300 000 euro";"Limburg (PV)";"Totaal WOZ-objecten";"aantal";"3032";"3117";"3144";"3238";"17006";"17470";"17961";"18352";"37435";"37732";"43914";"46189";"48262";"47852";"45886"
"250 000 tot 300 000 euro";"Limburg (PV)";"WOZ-objecten woningen";"aantal";"1061";"1091";"1116";"1182";"13816";"14246";"14723";"15127";"33821";"34174";"40376";"43016";"44898";"44677";"42705"
"250 000 tot 300 000 euro";"Limburg (PV)";"Recreatiewoningen en overige woningen";"aantal";"13";"8";"12";"13";"26";"22";"21";"23";"40";"37";"61";"80";"85";"98";"58"
"250 000 tot 300 000 euro";"Limburg (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"841";"807";"749";"744";"1445";"1426";"1383";"1346";"1552";"1482";"1388";"991";"1128";"924";"913"
"250 000 tot 300 000 euro";"Limburg (PV)";"Niet-woningen; niet bewoond";"aantal";"1117";"1211";"1267";"1299";"1719";"1776";"1834";"1856";"2022";"2039";"2089";"2102";"2151";"2153";"2210"
"250 000 tot 300 000 euro";"Leeuwarden (SG)";"Totaal WOZ-objecten";"aantal";"";"";"";"248";"773";"825";"869";"928";"3480";"3589";"4552";"5224";"5395";"5517";"5357"
"250 000 tot 300 000 euro";"Leeuwarden (SG)";"WOZ-objecten woningen";"aantal";"";"";"";"24";"404";"442";"473";"511";"3070";"3197";"4046";"4691";"4842";"4965";"4798"
"250 000 tot 300 000 euro";"Leeuwarden (SG)";"Recreatiewoningen en overige woningen";"aantal";"";"";"";"-";"2";"2";"2";"2";"3";"3";"6";"4";"22";"21";"27"
"250 000 tot 300 000 euro";"Leeuwarden (SG)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"";"";"";"63";"158";"164";"165";"169";"139";"109";"189";"175";"167";"173";"158"
"250 000 tot 300 000 euro";"Leeuwarden (SG)";"Niet-woningen; niet bewoond";"aantal";"";"";"";"161";"209";"217";"229";"246";"268";"280";"311";"354";"364";"358";"374"
"250 000 tot 300 000 euro";"Maastricht (SG)";"Totaal WOZ-objecten";"aantal";"";"";"";"606";"3252";"3283";"3384";"3389";"6866";"6884";"8533";"9490";"9754";"9584";"9124"
"250 000 tot 300 000 euro";"Maastricht (SG)";"WOZ-objecten woningen";"aantal";"";"";"";"291";"2753";"2781";"2881";"2894";"6313";"6354";"8024";"8990";"9263";"9066";"8595"
"250 000 tot 300 000 euro";"Maastricht (SG)";"Recreatiewoningen en overige woningen";"aantal";"";"";"";"2";"1";"1";"2";"3";"2";"2";"1";"1";"2";"2";"2"
"250 000 tot 300 000 euro";"Maastricht (SG)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"";"";"";"104";"197";"193";"190";"180";"214";"175";"148";"151";"153";"154";"148"
"250 000 tot 300 000 euro";"Maastricht (SG)";"Niet-woningen; niet bewoond";"aantal";"";"";"";"209";"301";"308";"311";"312";"337";"353";"360";"348";"336";"362";"379"
"250 000 tot 300 000 euro";"Leeuwarden (GA)";"Totaal WOZ-objecten";"aantal";"";"";"";"128";"384";"420";"447";"481";"1320";"1409";"1862";"2266";"2319";"2401";"2322"
"250 000 tot 300 000 euro";"Leeuwarden (GA)";"WOZ-objecten woningen";"aantal";"";"";"";"16";"198";"228";"250";"271";"1109";"1192";"1609";"1973";"2023";"2117";"2016"
"250 000 tot 300 000 euro";"Leeuwarden (GA)";"Recreatiewoningen en overige woningen";"aantal";"";"";"";"-";"2";"2";"2";"2";"-";"-";"-";"1";"1";"1";"-"
"250 000 tot 300 000 euro";"Leeuwarden (GA)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"";"";"";"2";"28";"28";"32";"33";"42";"42";"46";"48";"39";"40";"40"
"250 000 tot 300 000 euro";"Leeuwarden (GA)";"Niet-woningen; niet bewoond";"aantal";"";"";"";"110";"156";"162";"163";"175";"169";"175";"207";"244";"256";"243";"266"
"250 000 tot 300 000 euro";"Maastricht (GA)";"Totaal WOZ-objecten";"aantal";"";"";"";"384";"1529";"1542";"1600";"1591";"3720";"3760";"4793";"5082";"5205";"5158";"4893"
"250 000 tot 300 000 euro";"Maastricht (GA)";"WOZ-objecten woningen";"aantal";"";"";"";"178";"1230";"1240";"1299";"1292";"3395";"3431";"4480";"4775";"4909";"4832";"4550"
"250 000 tot 300 000 euro";"Maastricht (GA)";"Recreatiewoningen en overige woningen";"aantal";"";"";"";"1";"-";"-";"1";"2";"-";"-";"1";"-";"1";"1";"2"
"250 000 tot 300 000 euro";"Maastricht (GA)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"";"";"";"49";"86";"85";"85";"74";"92";"89";"74";"78";"81";"85";"76"
"250 000 tot 300 000 euro";"Maastricht (GA)";"Niet-woningen; niet bewoond";"aantal";"";"";"";"156";"213";"217";"215";"223";"233";"240";"238";"229";"214";"240";"265"
"300 000 tot 400 000 euro";"Nederland";"Totaal WOZ-objecten";"aantal";"51539";"52790";"54148";"55540";"214010";"219471";"225307";"230589";"602986";"613364";"706639";"803517";"866715";"873140";"844065"
"300 000 tot 400 000 euro";"Nederland";"WOZ-objecten woningen";"aantal";"20194";"20469";"20916";"21569";"159146";"163504";"168575";"173293";"530192";"540964";"631662";"727920";"790738";"799239";"770258"
"300 000 tot 400 000 euro";"Nederland";"Recreatiewoningen en overige woningen";"aantal";"202";"163";"172";"168";"652";"667";"644";"666";"2976";"3135";"4390";"5585";"5752";"5866";"5570"
"300 000 tot 400 000 euro";"Nederland";"Niet-woningen; gedeeltelijk bewoond";"aantal";"6847";"7086";"7384";"7409";"18964";"19008";"18919";"18913";"26160";"25332";"24385";"21782";"20789";"20168";"19762"
"300 000 tot 400 000 euro";"Nederland";"Niet-woningen; niet bewoond";"aantal";"24296";"25072";"25676";"26394";"35248";"36292";"37169";"37717";"43658";"43933";"46202";"48230";"49436";"47867";"48475"
"300 000 tot 400 000 euro";"Groningen (PV)";"Totaal WOZ-objecten";"aantal";"998";"1019";"1051";"1091";"2645";"2790";"2917";"3003";"9188";"9323";"13822";"16905";"18786";"19295";"18626"
"300 000 tot 400 000 euro";"Groningen (PV)";"WOZ-objecten woningen";"aantal";"141";"144";"156";"166";"1101";"1171";"1221";"1273";"7110";"7228";"11248";"14151";"15887";"16437";"15794"
"300 000 tot 400 000 euro";"Groningen (PV)";"Recreatiewoningen en overige woningen";"aantal";"4";"4";"4";"4";"38";"39";"42";"38";"75";"78";"130";"179";"224";"215";"205"
"300 000 tot 400 000 euro";"Groningen (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"99";"126";"132";"137";"456";"478";"507";"515";"726";"740";"1056";"1141";"1206";"1198";"1151"
"300 000 tot 400 000 euro";"Groningen (PV)";"Niet-woningen; niet bewoond";"aantal";"754";"745";"759";"784";"1050";"1102";"1147";"1177";"1277";"1277";"1388";"1434";"1469";"1445";"1476"
"300 000 tot 400 000 euro";"Friesland (PV)";"Totaal WOZ-objecten";"aantal";"987";"1027";"1095";"1181";"3999";"4158";"4399";"4589";"18259";"18518";"25053";"29504";"31546";"31218";"30150"
"300 000 tot 400 000 euro";"Friesland (PV)";"WOZ-objecten woningen";"aantal";"38";"44";"50";"61";"1554";"1638";"1773";"1892";"13777";"14124";"19763";"24113";"26007";"25850";"24911"
"300 000 tot 400 000 euro";"Friesland (PV)";"Recreatiewoningen en overige woningen";"aantal";"6";"5";"3";"4";"99";"99";"103";"103";"840";"877";"1187";"1437";"1568";"1583";"1485"
"300 000 tot 400 000 euro";"Friesland (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"141";"152";"189";"209";"1046";"1070";"1109";"1136";"1870";"1721";"2081";"1821";"1766";"1648";"1656"
"300 000 tot 400 000 euro";"Friesland (PV)";"Niet-woningen; niet bewoond";"aantal";"802";"826";"853";"907";"1300";"1351";"1414";"1458";"1772";"1796";"2022";"2133";"2205";"2137";"2098"
"300 000 tot 400 000 euro";"Drenthe (PV)";"Totaal WOZ-objecten";"aantal";"841";"857";"911";"956";"3487";"3630";"3780";"3961";"17413";"17590";"21124";"24158";"25752";"26024";"25119"
"300 000 tot 400 000 euro";"Drenthe (PV)";"WOZ-objecten woningen";"aantal";"58";"49";"63";"78";"1788";"1888";"1998";"2143";"14995";"15252";"18387";"21298";"22850";"23137";"22323"
"300 000 tot 400 000 euro";"Drenthe (PV)";"Recreatiewoningen en overige woningen";"aantal";"-";"-";"-";"-";"5";"5";"5";"6";"45";"41";"51";"55";"81";"101";"79"
"300 000 tot 400 000 euro";"Drenthe (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"155";"171";"190";"204";"744";"756";"768";"766";"1188";"1114";"1440";"1523";"1476";"1427";"1342"
"300 000 tot 400 000 euro";"Drenthe (PV)";"Niet-woningen; niet bewoond";"aantal";"628";"637";"658";"674";"950";"981";"1009";"1046";"1185";"1183";"1246";"1282";"1345";"1359";"1375"
"300 000 tot 400 000 euro";"Overijssel (PV)";"Totaal WOZ-objecten";"aantal";"2316";"2415";"2547";"2649";"9784";"10111";"10485";"10843";"40101";"40838";"46982";"52511";"55409";"56269";"54561"
"300 000 tot 400 000 euro";"Overijssel (PV)";"WOZ-objecten woningen";"aantal";"416";"414";"447";"477";"5614";"5860";"6122";"6419";"33872";"34614";"40734";"45925";"48804";"49638";"48114"
"300 000 tot 400 000 euro";"Overijssel (PV)";"Recreatiewoningen en overige woningen";"aantal";"7";"3";"3";"3";"12";"13";"13";"14";"93";"124";"194";"235";"256";"260";"244"
"300 000 tot 400 000 euro";"Overijssel (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"424";"456";"486";"513";"1942";"1991";"2009";"2049";"3155";"3081";"2898";"3022";"2910";"2866";"2701"
"300 000 tot 400 000 euro";"Overijssel (PV)";"Niet-woningen; niet bewoond";"aantal";"1469";"1542";"1611";"1656";"2216";"2247";"2341";"2361";"2981";"3019";"3156";"3329";"3439";"3505";"3502"
"300 000 tot 400 000 euro";"Flevoland (PV)";"Totaal WOZ-objecten";"aantal";"731";"756";"807";"839";"2810";"3128";"3259";"3433";"8929";"9210";"10332";"10708";"11088";"11112";"11197"
"300 000 tot 400 000 euro";"Flevoland (PV)";"WOZ-objecten woningen";"aantal";"71";"75";"81";"86";"1701";"1975";"2067";"2182";"7070";"7271";"8325";"9012";"9488";"9568";"9703"
"300 000 tot 400 000 euro";"Flevoland (PV)";"Recreatiewoningen en overige woningen";"aantal";"-";"-";"-";"-";"1";"-";"-";"15";"11";"65";"95";"108";"118";"128";"136"
"300 000 tot 400 000 euro";"Flevoland (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"231";"237";"258";"258";"553";"564";"571";"581";"1020";"1037";"970";"653";"532";"533";"502"
"300 000 tot 400 000 euro";"Flevoland (PV)";"Niet-woningen; niet bewoond";"aantal";"429";"444";"468";"495";"555";"589";"621";"655";"828";"837";"942";"935";"950";"883";"856"
"300 000 tot 400 000 euro";"Gelderland (PV)";"Totaal WOZ-objecten";"aantal";"5280";"5493";"5637";"5863";"32348";"32934";"33638";"34362";"94235";"95675";"106306";"114753";"119586";"120548";"117838"
"300 000 tot 400 000 euro";"Gelderland (PV)";"WOZ-objecten woningen";"aantal";"1636";"1680";"1726";"1805";"24769";"25270";"25895";"26529";"84485";"85957";"96559";"105144";"109996";"110949";"108340"
"300 000 tot 400 000 euro";"Gelderland (PV)";"Recreatiewoningen en overige woningen";"aantal";"24";"3";"4";"3";"51";"50";"48";"48";"118";"123";"257";"315";"278";"247";"251"
"300 000 tot 400 000 euro";"Gelderland (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"873";"942";"1019";"1047";"3305";"3271";"3274";"3285";"4477";"4377";"4035";"3581";"3427";"3525";"3406"
"300 000 tot 400 000 euro";"Gelderland (PV)";"Niet-woningen; niet bewoond";"aantal";"2747";"2868";"2888";"3008";"4223";"4343";"4421";"4500";"5155";"5218";"5455";"5713";"5885";"5827";"5841"
"300 000 tot 400 000 euro";"Utrecht (PV)";"Totaal WOZ-objecten";"aantal";"6183";"6274";"6262";"6470";"23499";"23770";"24210";"24557";"46721";"47887";"53605";"59428";"65662";"68173";"66403"
"300 000 tot 400 000 euro";"Utrecht (PV)";"WOZ-objecten woningen";"aantal";"3484";"3539";"3512";"3614";"19359";"19561";"19980";"20296";"42123";"43282";"49083";"54870";"61157";"63829";"61817"
"300 000 tot 400 000 euro";"Utrecht (PV)";"Recreatiewoningen en overige woningen";"aantal";"16";"17";"25";"23";"61";"59";"64";"65";"188";"191";"245";"312";"323";"301";"397"
"300 000 tot 400 000 euro";"Utrecht (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"580";"581";"559";"590";"1208";"1206";"1169";"1172";"1142";"1128";"960";"780";"648";"649";"623"
"300 000 tot 400 000 euro";"Utrecht (PV)";"Niet-woningen; niet bewoond";"aantal";"2103";"2137";"2166";"2243";"2871";"2944";"2997";"3024";"3268";"3286";"3317";"3466";"3534";"3394";"3566"
"300 000 tot 400 000 euro";"Noord-Holland (PV)";"Totaal WOZ-objecten";"aantal";"10847";"10997";"11279";"11454";"41490";"42822";"43692";"44393";"100335";"102276";"112202";"142724";"165444";"166940";"155814"
"300 000 tot 400 000 euro";"Noord-Holland (PV)";"WOZ-objecten woningen";"aantal";"5872";"5937";"6065";"6157";"33367";"34416";"35260";"35903";"90171";"92146";"101972";"131800";"154689";"156482";"145389"
"300 000 tot 400 000 euro";"Noord-Holland (PV)";"Recreatiewoningen en overige woningen";"aantal";"21";"18";"11";"9";"57";"58";"61";"66";"259";"280";"295";"564";"608";"634";"651"
"300 000 tot 400 000 euro";"Noord-Holland (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"515";"566";"613";"631";"1480";"1502";"1465";"1468";"1986";"1947";"1724";"1587";"1461";"1492";"1431"
"300 000 tot 400 000 euro";"Noord-Holland (PV)";"Niet-woningen; niet bewoond";"aantal";"4439";"4476";"4590";"4657";"6586";"6846";"6906";"6956";"7919";"7903";"8211";"8773";"8686";"8332";"8343"
"300 000 tot 400 000 euro";"Zuid-Holland (PV)";"Totaal WOZ-objecten";"aantal";"11267";"11573";"11827";"11819";"37596";"38657";"40030";"41172";"99228";"101188";"116608";"132731";"142032";"141735";"138817"
"300 000 tot 400 000 euro";"Zuid-Holland (PV)";"WOZ-objecten woningen";"aantal";"5199";"5289";"5438";"5583";"29064";"29897";"31137";"32191";"87775";"89776";"104766";"120567";"129925";"130066";"127277"
"300 000 tot 400 000 euro";"Zuid-Holland (PV)";"Recreatiewoningen en overige woningen";"aantal";"64";"53";"58";"57";"178";"194";"182";"179";"605";"611";"791";"835";"689";"813";"639"
"300 000 tot 400 000 euro";"Zuid-Holland (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"669";"740";"778";"591";"1368";"1350";"1365";"1372";"2080";"1981";"1822";"1762";"1496";"1604";"1473"
"300 000 tot 400 000 euro";"Zuid-Holland (PV)";"Niet-woningen; niet bewoond";"aantal";"5335";"5491";"5553";"5588";"6986";"7216";"7346";"7430";"8768";"8820";"9229";"9567";"9922";"9252";"9428"
"300 000 tot 400 000 euro";"Zeeland (PV)";"Totaal WOZ-objecten";"aantal";"917";"929";"983";"1040";"2367";"2413";"2536";"2616";"12112";"12449";"16622";"18824";"19913";"19617";"19149"
"300 000 tot 400 000 euro";"Zeeland (PV)";"WOZ-objecten woningen";"aantal";"186";"174";"181";"203";"1228";"1256";"1344";"1403";"9762";"10114";"13858";"15909";"16943";"16760";"16334"
"300 000 tot 400 000 euro";"Zeeland (PV)";"Recreatiewoningen en overige woningen";"aantal";"36";"36";"38";"39";"89";"89";"78";"81";"470";"463";"818";"1082";"1081";"1077";"998"
"300 000 tot 400 000 euro";"Zeeland (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"132";"128";"136";"172";"322";"345";"351";"355";"864";"851";"826";"646";"632";"561";"591"
"300 000 tot 400 000 euro";"Zeeland (PV)";"Niet-woningen; niet bewoond";"aantal";"563";"591";"628";"626";"728";"723";"763";"777";"1016";"1021";"1120";"1187";"1257";"1219";"1226"
"300 000 tot 400 000 euro";"Noord-Brabant (PV)";"Totaal WOZ-objecten";"aantal";"8598";"8804";"9034";"9364";"43266";"44037";"44991";"46048";"118527";"120027";"136541";"150056";"157729";"158946";"155067"
"300 000 tot 400 000 euro";"Noord-Brabant (PV)";"WOZ-objecten woningen";"aantal";"2750";"2776";"2843";"2964";"32563";"33281";"34132";"35132";"105872";"107521";"124579";"138512";"146157";"147858";"143594"
"300 000 tot 400 000 euro";"Noord-Brabant (PV)";"Recreatiewoningen en overige woningen";"aantal";"15";"16";"17";"16";"34";"35";"28";"30";"245";"257";"276";"413";"461";"443";"413"
"300 000 tot 400 000 euro";"Noord-Brabant (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"2323";"2322";"2372";"2372";"5091";"5032";"4922";"4856";"5728";"5505";"4552";"3799";"3486";"3191";"3336"
"300 000 tot 400 000 euro";"Noord-Brabant (PV)";"Niet-woningen; niet bewoond";"aantal";"3510";"3690";"3802";"4012";"5578";"5689";"5909";"6030";"6682";"6744";"7134";"7332";"7625";"7454";"7724"
"300 000 tot 400 000 euro";"Limburg (PV)";"Totaal WOZ-objecten";"aantal";"2574";"2646";"2715";"2814";"10719";"11021";"11370";"11612";"37938";"38383";"47442";"51215";"53768";"53263";"51324"
"300 000 tot 400 000 euro";"Limburg (PV)";"WOZ-objecten woningen";"aantal";"343";"348";"354";"375";"7038";"7291";"7646";"7930";"33180";"33679";"42388";"46619";"48835";"48665";"46662"
"300 000 tot 400 000 euro";"Limburg (PV)";"Recreatiewoningen en overige woningen";"aantal";"9";"8";"9";"10";"27";"26";"20";"21";"27";"25";"51";"50";"65";"64";"72"
"300 000 tot 400 000 euro";"Limburg (PV)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"705";"665";"652";"685";"1449";"1443";"1409";"1358";"1924";"1850";"2021";"1467";"1749";"1474";"1550"
"300 000 tot 400 000 euro";"Limburg (PV)";"Niet-woningen; niet bewoond";"aantal";"1517";"1625";"1700";"1744";"2205";"2261";"2295";"2303";"2807";"2829";"2982";"3079";"3119";"3060";"3040"
"300 000 tot 400 000 euro";"Leeuwarden (SG)";"Totaal WOZ-objecten";"aantal";"";"";"";"249";"595";"629";"670";"703";"2867";"2896";"4061";"5008";"5368";"5288";"5116"
"300 000 tot 400 000 euro";"Leeuwarden (SG)";"WOZ-objecten woningen";"aantal";"";"";"";"5";"179";"198";"215";"245";"2282";"2357";"3324";"4230";"4565";"4501";"4351"
"300 000 tot 400 000 euro";"Leeuwarden (SG)";"Recreatiewoningen en overige woningen";"aantal";"";"";"";"-";"-";"-";"-";"-";"-";"-";"3";"5";"8";"5";"4"
"300 000 tot 400 000 euro";"Leeuwarden (SG)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"";"";"";"31";"149";"150";"151";"155";"186";"133";"309";"312";"316";"307";"309"
"300 000 tot 400 000 euro";"Leeuwarden (SG)";"Niet-woningen; niet bewoond";"aantal";"";"";"";"213";"267";"281";"304";"303";"399";"406";"425";"461";"479";"475";"452"
"300 000 tot 400 000 euro";"Maastricht (SG)";"Totaal WOZ-objecten";"aantal";"";"";"";"537";"2178";"2226";"2337";"2365";"6703";"6743";"8087";"8949";"9376";"9252";"8762"
