"Waardeklasse WOZ-objecten";"Perioden";"Regio's";"Totaal WOZ-objecten (aantal)";"WOZ-objecten woningen (aantal)";"Recreatiewoningen en overige woningen (aantal)";"Niet-woningen; gedeeltelijk bewoond (aantal)";"Niet-woningen; niet bewoond (aantal)"
"Minder dan 50 000 euro";"2003";"Friesland (PV)";"   57395";"   32175";"   10613";"     320";"   14287"
"Minder dan 50 000 euro";"2004";"Friesland (PV)";"   57950";"   32150";"   10822";"     317";"   14661"
"Minder dan 50 000 euro";"2005";"Friesland (PV)";"   26905";"    3482";"    9741";"     222";"   13460"
"Minder dan 50 000 euro";"2006";"Friesland (PV)";"   27996";"    3521";"    9847";"     217";"   14411"
"Minder dan 50 000 euro";"2007";"Friesland (PV)";"   26796";"    2636";"    9781";"     139";"   14240"
"Minder dan 50 000 euro";"2008";"Friesland (PV)";"   26590";"    1726";"   10142";"     121";"   14601"
"Minder dan 50 000 euro";"2009";"Friesland (PV)";"   26355";"    1449";"   10073";"     107";"   14726"
"Minder dan 50 000 euro";"2010*";"Friesland (PV)";"   26972";"    1518";"   10299";"     116";"   15039"
"Minder dan 50 000 euro";"2011*";"Friesland (PV)";"   26458";"    1484";"    9728";"      85";"   15161"
"Minder dan 50 000 euro";"1997";"Drenthe (PV)";"   73143";"   53517";"    7751";"     844";"   11031"
"Minder dan 50 000 euro";"1998";"Drenthe (PV)";"   74033";"   53739";"   11037";"     891";"    8366"
"Minder dan 50 000 euro";"1999";"Drenthe (PV)";"   74234";"   53829";"   11034";"     875";"    8496"
"Minder dan 50 000 euro";"2000";"Drenthe (PV)";"   74340";"   53954";"   11118";"     871";"    8397"
"Minder dan 50 000 euro";"2001";"Drenthe (PV)";"   28372";"   10236";"   10103";"     373";"    7660"
"Minder dan 50 000 euro";"2002";"Drenthe (PV)";"   29084";"   10050";"    9959";"     371";"    8704"
"Minder dan 50 000 euro";"2003";"Drenthe (PV)";"   29288";"   10008";"    9967";"     331";"    8982"
"Minder dan 50 000 euro";"2004";"Drenthe (PV)";"   29581";"   10126";"   10010";"     321";"    9124"
"Minder dan 50 000 euro";"2005";"Drenthe (PV)";"   19848";"    1919";"    9547";"     380";"    8002"
"Minder dan 50 000 euro";"2006";"Drenthe (PV)";"   20216";"    1913";"    9622";"     383";"    8298"
"Minder dan 50 000 euro";"2007";"Drenthe (PV)";"   19878";"    1046";"    9281";"     344";"    9207"
"Minder dan 50 000 euro";"2008";"Drenthe (PV)";"   20746";"    1152";"    9054";"     331";"   10209"
"Minder dan 50 000 euro";"2009";"Drenthe (PV)";"   20663";"     846";"    9023";"     326";"   10468"
"Minder dan 50 000 euro";"2010*";"Drenthe (PV)";"   20414";"     673";"    9199";"     312";"   10230"
"Minder dan 50 000 euro";"2011*";"Drenthe (PV)";"   20901";"     682";"    9246";"     288";"   10685"
"Minder dan 50 000 euro";"1997";"Overijssel (PV)";"  163627";"  125379";"   13178";"    1478";"   23592"
"Minder dan 50 000 euro";"1998";"Overijssel (PV)";"  164595";"  124203";"   19748";"    1378";"   19266"
"Minder dan 50 000 euro";"1999";"Overijssel (PV)";"  164622";"  124233";"   19854";"    1236";"   19299"
"Minder dan 50 000 euro";"2000";"Overijssel (PV)";"  165305";"  124485";"   19914";"    1223";"   19683"
"Minder dan 50 000 euro";"2001";"Overijssel (PV)";"   61761";"   25329";"   20702";"     359";"   15371"
"Minder dan 50 000 euro";"2002";"Overijssel (PV)";"   62768";"   25273";"   20725";"     529";"   16241"
"Minder dan 50 000 euro";"2003";"Overijssel (PV)";"   64731";"   24637";"   20818";"     527";"   18749"
"Minder dan 50 000 euro";"2004";"Overijssel (PV)";"   65137";"   24905";"   20632";"     458";"   19142"
"Minder dan 50 000 euro";"2005";"Overijssel (PV)";"   41648";"    3312";"   20098";"     229";"   18009"
"Minder dan 50 000 euro";"2006";"Overijssel (PV)";"   42252";"    3540";"   20135";"     252";"   18325"
"Minder dan 50 000 euro";"2007";"Overijssel (PV)";"   41251";"    2450";"   19703";"     210";"   18888"
"Minder dan 50 000 euro";"2008";"Overijssel (PV)";"   40763";"    1737";"   19580";"     212";"   19234"
"Minder dan 50 000 euro";"2009";"Overijssel (PV)";"   41206";"    1590";"   19487";"     254";"   19875"
"Minder dan 50 000 euro";"2010*";"Overijssel (PV)";"   40620";"    1317";"   19307";"     158";"   19838"
"Minder dan 50 000 euro";"2011*";"Overijssel (PV)";"   40815";"    1164";"   19416";"     233";"   20002"
"Minder dan 50 000 euro";"1997";"Flevoland (PV)";"   29846";"   22942";"    2220";"     409";"    4275"
"Minder dan 50 000 euro";"1998";"Flevoland (PV)";"   30400";"   23214";"    2447";"     431";"    4308"
"Minder dan 50 000 euro";"1999";"Flevoland (PV)";"   30322";"   22816";"    2452";"      84";"    4970"
"Minder dan 50 000 euro";"2000";"Flevoland (PV)";"   31334";"   23841";"    2597";"      76";"    4820"
"Minder dan 50 000 euro";"2001";"Flevoland (PV)";"   10551";"    3988";"    2525";"      35";"    4003"
"Minder dan 50 000 euro";"2002";"Flevoland (PV)";"   11158";"    4345";"    2903";"      35";"    3875"
"Minder dan 50 000 euro";"2003";"Flevoland (PV)";"   11230";"    4323";"    2888";"      38";"    3981"
"Minder dan 50 000 euro";"2004";"Flevoland (PV)";"   11629";"    4114";"    3032";"      39";"    4444"
"Minder dan 50 000 euro";"2005";"Flevoland (PV)";"    6770";"     330";"    2584";"      24";"    3832"
"Minder dan 50 000 euro";"2006";"Flevoland (PV)";"    7740";"     707";"    2786";"      28";"    4219"
"Minder dan 50 000 euro";"2007";"Flevoland (PV)";"    7748";"     622";"    2867";"      27";"    4232"
"Minder dan 50 000 euro";"2008";"Flevoland (PV)";"    7426";"     430";"    2748";"      24";"    4224"
"Minder dan 50 000 euro";"2009";"Flevoland (PV)";"    8594";"    1034";"    2839";"      19";"    4702"
"Minder dan 50 000 euro";"2010*";"Flevoland (PV)";"    7466";"     222";"    2766";"      20";"    4458"
"Minder dan 50 000 euro";"2011*";"Flevoland (PV)";"    7604";"     144";"    2753";"      16";"    4691"
"Minder dan 50 000 euro";"1997";"Gelderland (PV)";"  182334";"  124844";"   25157";"    4535";"   27798"
"Minder dan 50 000 euro";"1998";"Gelderland (PV)";"  183200";"  125953";"   26058";"    1548";"   29641"
"Minder dan 50 000 euro";"1999";"Gelderland (PV)";"  185849";"  127829";"   26726";"    1563";"   29731"
"Minder dan 50 000 euro";"2000";"Gelderland (PV)";"  186728";"  130687";"   25694";"    1554";"   28793"
"Minder dan 50 000 euro";"2001";"Gelderland (PV)";"   69523";"   16916";"   23924";"     840";"   27843"
"Minder dan 50 000 euro";"2002";"Gelderland (PV)";"   70882";"   15579";"   25553";"     821";"   28929"
"Minder dan 50 000 euro";"2003";"Gelderland (PV)";"   73991";"   16126";"   26164";"     831";"   30870"
"Minder dan 50 000 euro";"2004";"Gelderland (PV)";"   75167";"   15739";"   27184";"     624";"   31620"
"Minder dan 50 000 euro";"2005";"Gelderland (PV)";"   61687";"    7194";"   25956";"     521";"   28016"
"Minder dan 50 000 euro";"2006";"Gelderland (PV)";"   61537";"    7094";"   28811";"     495";"   25137"
"Minder dan 50 000 euro";"2007";"Gelderland (PV)";"   60931";"    6287";"   28337";"     423";"   25884"
"Minder dan 50 000 euro";"2008";"Gelderland (PV)";"   60289";"    4938";"   29341";"     382";"   25628"
"Minder dan 50 000 euro";"2009";"Gelderland (PV)";"   61086";"    5511";"   29805";"     382";"   25388"
"Minder dan 50 000 euro";"2010*";"Gelderland (PV)";"   58323";"    3971";"   29794";"     244";"   24314"
"Minder dan 50 000 euro";"2011*";"Gelderland (PV)";"   59838";"    4327";"   30338";"     275";"   24898"
"Minder dan 50 000 euro";"1997";"Utrecht (PV)";"   67051";"   36345";"   14832";"     346";"   15528"
"Minder dan 50 000 euro";"1998";"Utrecht (PV)";"   67035";"   36261";"   16763";"     515";"   13496"
"Minder dan 50 000 euro";"1999";"Utrecht (PV)";"   68332";"   37171";"   17587";"     483";"   13091"
"Minder dan 50 000 euro";"2000";"Utrecht (PV)";"   69497";"   38483";"   17823";"     506";"   12685"
"Minder dan 50 000 euro";"2001";"Utrecht (PV)";"   34326";"    6453";"   17530";"     178";"   10165"
"Minder dan 50 000 euro";"2002";"Utrecht (PV)";"   34982";"    5707";"   17373";"     188";"   11714"
"Minder dan 50 000 euro";"2003";"Utrecht (PV)";"   35414";"    6343";"   17355";"     184";"   11532"
"Minder dan 50 000 euro";"2004";"Utrecht (PV)";"   36024";"    6420";"   17435";"     178";"   11991"
"Minder dan 50 000 euro";"2005";"Utrecht (PV)";"   31966";"    3506";"   17918";"     122";"   10420"
"Minder dan 50 000 euro";"2006";"Utrecht (PV)";"   32196";"    2991";"   18850";"     126";"   10229"
"Minder dan 50 000 euro";"2007";"Utrecht (PV)";"   31322";"    4111";"   17438";"      89";"    9684"
"Minder dan 50 000 euro";"2008";"Utrecht (PV)";"   31432";"    4005";"   17718";"      70";"    9639"
"Minder dan 50 000 euro";"2009";"Utrecht (PV)";"   30753";"    3374";"   17680";"      45";"    9654"
"Minder dan 50 000 euro";"2010*";"Utrecht (PV)";"   30547";"    3351";"   17490";"      47";"    9659"
"Minder dan 50 000 euro";"2011*";"Utrecht (PV)";"   30910";"    2152";"   18487";"      48";"   10223"
"Minder dan 50 000 euro";"1997";"Noord-Holland (PV)";"  419943";"  323101";"   39298";"    1179";"   56365"
"Minder dan 50 000 euro";"1998";"Noord-Holland (PV)";"  423166";"  325030";"   47192";"    1177";"   49767"
"Minder dan 50 000 euro";"1999";"Noord-Holland (PV)";"  423388";"  324079";"   56928";"    1144";"   41237"
"Minder dan 50 000 euro";"2000";"Noord-Holland (PV)";"  424763";"  323312";"   57766";"    1063";"   42622"
"Minder dan 50 000 euro";"2001";"Noord-Holland (PV)";"  108672";"   25588";"   57487";"     545";"   25052"
"Minder dan 50 000 euro";"2002";"Noord-Holland (PV)";"  109364";"   23269";"   59072";"     533";"   26490"
"Minder dan 50 000 euro";"2003";"Noord-Holland (PV)";"  109858";"   23116";"   59154";"     517";"   27071"
"Minder dan 50 000 euro";"2004";"Noord-Holland (PV)";"  110172";"   22827";"   59458";"     503";"   27384"
"Minder dan 50 000 euro";"2005";"Noord-Holland (PV)";"   92781";"    6914";"   61574";"     396";"   23897"
"Minder dan 50 000 euro";"2006";"Noord-Holland (PV)";"   94857";"    8343";"   62077";"     426";"   24011"
"Minder dan 50 000 euro";"2007";"Noord-Holland (PV)";"   96062";"   10697";"   61549";"     292";"   23524"
"Minder dan 50 000 euro";"2008";"Noord-Holland (PV)";"   92986";"    8036";"   61140";"     212";"   23598"
"Minder dan 50 000 euro";"2009";"Noord-Holland (PV)";"   90535";"    6294";"   61503";"     183";"   22555"
"Minder dan 50 000 euro";"2010*";"Noord-Holland (PV)";"   88833";"    6715";"   61276";"     119";"   20723"
"Minder dan 50 000 euro";"2011*";"Noord-Holland (PV)";"   90733";"    6423";"   61545";"     129";"   22636"
"Minder dan 50 000 euro";"1997";"Zuid-Holland (PV)";"  582550";"  465341";"   57919";"    1480";"   57810"
"Minder dan 50 000 euro";"1998";"Zuid-Holland (PV)";"  596569";"  473558";"   64971";"    1492";"   56548"
"Minder dan 50 000 euro";"1999";"Zuid-Holland (PV)";"  594726";"  472640";"   65390";"    1457";"   55239"
"Minder dan 50 000 euro";"2000";"Zuid-Holland (PV)";"  595341";"  471910";"   66225";"    1411";"   55795"
"Minder dan 50 000 euro";"2001";"Zuid-Holland (PV)";"  247241";"  141888";"   64980";"     684";"   39689"
"Minder dan 50 000 euro";"2002";"Zuid-Holland (PV)";"  255131";"  142414";"   65397";"     800";"   46520"
"Minder dan 50 000 euro";"2003";"Zuid-Holland (PV)";"  253391";"  141453";"   64624";"     822";"   46492"
"Minder dan 50 000 euro";"2004";"Zuid-Holland (PV)";"  249786";"  138496";"   65393";"     905";"   44992"
"Minder dan 50 000 euro";"2005";"Zuid-Holland (PV)";"  114802";"   17583";"   62018";"     552";"   34649"
"Minder dan 50 000 euro";"2006";"Zuid-Holland (PV)";"  114360";"   17161";"   62351";"     545";"   34303"
"Minder dan 50 000 euro";"2007";"Zuid-Holland (PV)";"  108154";"   13084";"   63658";"     287";"   31125"
"Minder dan 50 000 euro";"2008";"Zuid-Holland (PV)";"  104744";"   11201";"   63415";"     313";"   29815"
"Minder dan 50 000 euro";"2009";"Zuid-Holland (PV)";"  102963";"    9460";"   63514";"     265";"   29724"
"Minder dan 50 000 euro";"2010*";"Zuid-Holland (PV)";"   98070";"    7186";"   63857";"     218";"   26809"
"Minder dan 50 000 euro";"2011*";"Zuid-Holland (PV)";"  101333";"    8155";"   64340";"     226";"   28612"
"Minder dan 50 000 euro";"1997";"Zeeland (PV)";"   72181";"   48317";"   11298";"    1150";"   11416"
"Minder dan 50 000 euro";"1998";"Zeeland (PV)";"   72120";"   48117";"   12116";"     993";"   10894"
"Minder dan 50 000 euro";"1999";"Zeeland (PV)";"   72446";"   48202";"   11329";"     898";"   12017"
"Minder dan 50 000 euro";"2000";"Zeeland (PV)";"   72750";"   48418";"   13719";"     868";"    9745"
"Minder dan 50 000 euro";"2001";"Zeeland (PV)";"   40676";"   18969";"   12038";"     493";"    9176"
"Minder dan 50 000 euro";"2002";"Zeeland (PV)";"   40887";"   19177";"   12603";"     520";"    8587"
"Minder dan 50 000 euro";"2003";"Zeeland (PV)";"   41076";"   20561";"   12828";"     432";"    7255"
"Minder dan 50 000 euro";"2004";"Zeeland (PV)";"   41369";"   20610";"   12958";"     431";"    7370"
"Minder dan 50 000 euro";"2005";"Zeeland (PV)";"   22843";"    6268";"   10124";"     221";"    6230"
"Minder dan 50 000 euro";"2006";"Zeeland (PV)";"   23157";"    6501";"   10160";"     120";"    6376"
"Minder dan 50 000 euro";"2007";"Zeeland (PV)";"   22170";"    6045";"   10001";"      88";"    6036"
"Minder dan 50 000 euro";"2008";"Zeeland (PV)";"   21654";"    5752";"   10118";"      82";"    5702"
"Minder dan 50 000 euro";"2009";"Zeeland (PV)";"   21308";"    5502";"    9816";"      66";"    5924"
"Minder dan 50 000 euro";"2010*";"Zeeland (PV)";"   20639";"    5167";"    9793";"      38";"    5641"
"Minder dan 50 000 euro";"2011*";"Zeeland (PV)";"   21051";"    5330";"    9607";"      45";"    6069"
"Minder dan 50 000 euro";"1997";"Noord-Brabant (PV)";"  246078";"  172395";"   40189";"    1622";"   31872"
"Minder dan 50 000 euro";"1998";"Noord-Brabant (PV)";"  248602";"  173266";"   47176";"    1577";"   26583"
"Minder dan 50 000 euro";"1999";"Noord-Brabant (PV)";"  251442";"  173563";"   50853";"    1639";"   25387"
"Minder dan 50 000 euro";"2000";"Noord-Brabant (PV)";"  255137";"  184169";"   43217";"    1577";"   26174"
"Minder dan 50 000 euro";"2001";"Noord-Brabant (PV)";"   93472";"   23579";"   47104";"     767";"   22022"
"Minder dan 50 000 euro";"2002";"Noord-Brabant (PV)";"   95502";"   15364";"   55716";"     853";"   23569"
"Minder dan 50 000 euro";"2003";"Noord-Brabant (PV)";"   95644";"   15119";"   55992";"     871";"   23662"
"Minder dan 50 000 euro";"2004";"Noord-Brabant (PV)";"   97471";"   14824";"   56428";"     878";"   25341"
"Minder dan 50 000 euro";"2005";"Noord-Brabant (PV)";"   85148";"    4048";"   56019";"     620";"   24461"
"Minder dan 50 000 euro";"2006";"Noord-Brabant (PV)";"   85804";"    5008";"   55534";"     621";"   24641"
"Minder dan 50 000 euro";"2007";"Noord-Brabant (PV)";"   85264";"    4781";"   55065";"     559";"   24859"
"Minder dan 50 000 euro";"2008";"Noord-Brabant (PV)";"   85993";"    4641";"   55216";"     496";"   25640"
"Minder dan 50 000 euro";"2009";"Noord-Brabant (PV)";"   87669";"    5777";"   55283";"     451";"   26158"
"Minder dan 50 000 euro";"2010*";"Noord-Brabant (PV)";"   85548";"    4450";"   55717";"     441";"   24940"
"Minder dan 50 000 euro";"2011*";"Noord-Brabant (PV)";"   88071";"    5006";"   55938";"     404";"   26723"
"Minder dan 50 000 euro";"1997";"Limburg (PV)";"  114673";"   85737";"   13019";"     881";"   15036"
"Minder dan 50 000 euro";"1998";"Limburg (PV)";"  116265";"   86415";"   11928";"     801";"   17121"
"Minder dan 50 000 euro";"1999";"Limburg (PV)";"  117126";"   87324";"   16181";"     789";"   12832"
"Minder dan 50 000 euro";"2000";"Limburg (PV)";"  117318";"   86470";"   16892";"     725";"   13231"
"Minder dan 50 000 euro";"2001";"Limburg (PV)";"   40085";"   11686";"   17197";"     289";"   10913"
"Minder dan 50 000 euro";"2002";"Limburg (PV)";"   40940";"   11564";"   17302";"     286";"   11788"
"Minder dan 50 000 euro";"2003";"Limburg (PV)";"   42303";"   11717";"   16938";"     276";"   13372"
"Minder dan 50 000 euro";"2004";"Limburg (PV)";"   42900";"   11430";"   16826";"     275";"   14369"
"Minder dan 50 000 euro";"2005";"Limburg (PV)";"   35421";"    4058";"   16780";"     152";"   14431"
"Minder dan 50 000 euro";"2006";"Limburg (PV)";"   35440";"    3869";"   16835";"     165";"   14571"
"Minder dan 50 000 euro";"2007";"Limburg (PV)";"   35497";"    3451";"   17690";"      93";"   14263"
"Minder dan 50 000 euro";"2008";"Limburg (PV)";"   34151";"    2693";"   17503";"      72";"   13883"
"Minder dan 50 000 euro";"2009";"Limburg (PV)";"   34240";"    2844";"   17465";"      82";"   13849"
"Minder dan 50 000 euro";"2010*";"Limburg (PV)";"   32830";"    3143";"   15932";"      82";"   13673"
"Minder dan 50 000 euro";"2011*";"Limburg (PV)";"   35192";"    3351";"   17372";"      79";"   14390"
"Minder dan 50 000 euro";"1997";"Leeuwarden (SG)";"";"";"";"";""
"Minder dan 50 000 euro";"1998";"Leeuwarden (SG)";"";"";"";"";""
"Minder dan 50 000 euro";"1999";"Leeuwarden (SG)";"";"";"";"";""
"Minder dan 50 000 euro";"2000";"Leeuwarden (SG)";"   43307";"   37991";"    2840";"     301";"    2175"
"Minder dan 50 000 euro";"2001";"Leeuwarden (SG)";"   21703";"   16973";"    2670";"      52";"    2008"
"Minder dan 50 000 euro";"2002";"Leeuwarden (SG)";"   21853";"   17061";"    2626";"      50";"    2116"
"Minder dan 50 000 euro";"2003";"Leeuwarden (SG)";"   21804";"   16814";"    2696";"      44";"    2250"
"Minder dan 50 000 euro";"2004";"Leeuwarden (SG)";"   21738";"   16754";"    2682";"      49";"    2253"
"Minder dan 50 000 euro";"2005";"Leeuwarden (SG)";"    6149";"    1232";"    2677";"      30";"    2210"
"Minder dan 50 000 euro";"2006";"Leeuwarden (SG)";"    6450";"    1311";"    2732";"      26";"    2381"
"Minder dan 50 000 euro";"2007";"Leeuwarden (SG)";"    6413";"    1041";"    2868";"       5";"    2499"
"Minder dan 50 000 euro";"2008";"Leeuwarden (SG)";"    6367";"     695";"    3034";"       5";"    2633"
"Minder dan 50 000 euro";"2009";"Leeuwarden (SG)";"    6227";"     586";"    3002";"       5";"    2634"
"Minder dan 50 000 euro";"2010*";"Leeuwarden (SG)";"    6705";"     567";"    3054";"       5";"    3079"
"Minder dan 50 000 euro";"2011*";"Leeuwarden (SG)";"    6912";"     442";"    3077";"       6";"    3387"
"Minder dan 50 000 euro";"1997";"Maastricht (SG)";"";"";"";"";""
"Minder dan 50 000 euro";"1998";"Maastricht (SG)";"";"";"";"";""
"Minder dan 50 000 euro";"1999";"Maastricht (SG)";"";"";"";"";""
"Minder dan 50 000 euro";"2000";"Maastricht (SG)";"   16947";"   10666";"    4892";"      87";"    1302"
"Minder dan 50 000 euro";"2001";"Maastricht (SG)";"    7586";"    1748";"    4840";"      36";"     962"
"Minder dan 50 000 euro";"2002";"Maastricht (SG)";"    8119";"    1710";"    4827";"      40";"    1542"
"Minder dan 50 000 euro";"2003";"Maastricht (SG)";"    7821";"    1726";"    4460";"      42";"    1593"
"Minder dan 50 000 euro";"2004";"Maastricht (SG)";"    7737";"    1711";"    4273";"      32";"    1721"
"Minder dan 50 000 euro";"2005";"Maastricht (SG)";"    6488";"     589";"    4347";"      22";"    1530"
"Minder dan 50 000 euro";"2006";"Maastricht (SG)";"    6035";"     560";"    4362";"      20";"    1093"
"Minder dan 50 000 euro";"2007";"Maastricht (SG)";"    6035";"     293";"    4283";"       6";"    1453"
