"WOZ-objecten naar waardeklasse; 1997 - 2011"
""
"";"";"";"";"Perioden"
"Waardeklasse WOZ-objecten";"Regio's";"Onderwerp";"";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010*";"2011*"
"1 000 000 euro en meer";"Noord-Nederland (LD)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"19";"33";"35";"42";"67";"64";"74";"82";"106";"108";"195";"239";"332";"360";"422"
"1 000 000 euro en meer";"Noord-Nederland (LD)";"Niet-woningen; niet bewoond";"aantal";"2064";"2155";"2233";"2321";"3015";"3139";"3241";"3329";"4001";"4107";"4489";"4842";"5308";"5405";"5467"
"1 000 000 euro en meer";"Oost-Nederland (LD)";"Totaal WOZ-objecten";"aantal";"4597";"4885";"5077";"5361";"7544";"7917";"8315";"8627";"11761";"12106";"13552";"15136";"16707";"17007";"16860"
"1 000 000 euro en meer";"Oost-Nederland (LD)";"WOZ-objecten woningen";"aantal";"35";"19";"13";"22";"86";"87";"100";"98";"771";"806";"1155";"1753";"2297";"2429";"2173"
"1 000 000 euro en meer";"Oost-Nederland (LD)";"Recreatiewoningen en overige woningen";"aantal";"60";"40";"48";"46";"34";"33";"24";"27";"31";"33";"32";"34";"63";"38";"43"
"1 000 000 euro en meer";"Oost-Nederland (LD)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"83";"73";"69";"77";"172";"184";"209";"215";"388";"434";"516";"592";"737";"892";"1001"
"1 000 000 euro en meer";"Oost-Nederland (LD)";"Niet-woningen; niet bewoond";"aantal";"4419";"4753";"4947";"5216";"7252";"7613";"7982";"8287";"10571";"10833";"11849";"12757";"13610";"13648";"13643"
"1 000 000 euro en meer";"West-Nederland (LD)";"Totaal WOZ-objecten";"aantal";"15487";"15944";"16433";"16941";"25206";"26554";"27370";"28074";"42783";"43265";"48259";"55705";"61572";"59937";"57952"
"1 000 000 euro en meer";"West-Nederland (LD)";"WOZ-objecten woningen";"aantal";"217";"183";"187";"185";"2656";"2670";"2716";"2779";"11633";"11740";"14821";"20053";"24170";"24852";"22863"
"1 000 000 euro en meer";"West-Nederland (LD)";"Recreatiewoningen en overige woningen";"aantal";"193";"116";"118";"117";"129";"112";"114";"124";"173";"187";"274";"327";"321";"311";"237"
"1 000 000 euro en meer";"West-Nederland (LD)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"157";"267";"310";"233";"367";"379";"371";"371";"578";"593";"659";"763";"785";"874";"857"
"1 000 000 euro en meer";"West-Nederland (LD)";"Niet-woningen; niet bewoond";"aantal";"14920";"15378";"15818";"16406";"22054";"23393";"24169";"24800";"30399";"30745";"32505";"34562";"36296";"33900";"33995"
"1 000 000 euro en meer";"Zuid-Nederland (LD)";"Totaal WOZ-objecten";"aantal";"5822";"6093";"6349";"6682";"9445";"9800";"10182";"10590";"14655";"14987";"17068";"18754";"20574";"20687";"20971"
"1 000 000 euro en meer";"Zuid-Nederland (LD)";"WOZ-objecten woningen";"aantal";"49";"43";"44";"36";"134";"142";"153";"161";"1157";"1195";"1952";"2724";"3372";"3606";"3353"
"1 000 000 euro en meer";"Zuid-Nederland (LD)";"Recreatiewoningen en overige woningen";"aantal";"40";"32";"39";"36";"24";"24";"50";"43";"51";"50";"33";"33";"34";"27";"20"
"1 000 000 euro en meer";"Zuid-Nederland (LD)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"197";"270";"265";"277";"346";"342";"336";"322";"501";"512";"742";"781";"1030";"1176";"1345"
"1 000 000 euro en meer";"Zuid-Nederland (LD)";"Niet-woningen; niet bewoond";"aantal";"5536";"5748";"6001";"6333";"8941";"9292";"9643";"10064";"12946";"13230";"14341";"15216";"16138";"15878";"16253"
"1 000 000 euro en meer";"Leeuwarden (SG)";"Totaal WOZ-objecten";"aantal";"";"";"";"272";"330";"338";"358";"359";"436";"447";"529";"569";"608";"640";"634"
"1 000 000 euro en meer";"Leeuwarden (SG)";"WOZ-objecten woningen";"aantal";"";"";"";"2";"-";"-";"-";"-";"4";"5";"10";"9";"10";"12";"7"
"1 000 000 euro en meer";"Leeuwarden (SG)";"Recreatiewoningen en overige woningen";"aantal";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"1 000 000 euro en meer";"Leeuwarden (SG)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"";"";"";"5";"10";"7";"8";"8";"7";"4";"10";"10";"13";"12";"19"
"1 000 000 euro en meer";"Leeuwarden (SG)";"Niet-woningen; niet bewoond";"aantal";"";"";"";"265";"320";"331";"350";"351";"425";"438";"509";"550";"585";"616";"608"
"1 000 000 euro en meer";"Maastricht (SG)";"Totaal WOZ-objecten";"aantal";"";"";"";"427";"555";"577";"588";"600";"755";"774";"882";"995";"1079";"1111";"1126"
"1 000 000 euro en meer";"Maastricht (SG)";"WOZ-objecten woningen";"aantal";"";"";"";"2";"8";"11";"10";"11";"22";"26";"30";"82";"115";"124";"143"
"1 000 000 euro en meer";"Maastricht (SG)";"Recreatiewoningen en overige woningen";"aantal";"";"";"";"9";"5";"6";"12";"1";"1";"-";"-";"-";"-";"-";"-"
"1 000 000 euro en meer";"Maastricht (SG)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"";"";"";"42";"74";"73";"71";"15";"16";"14";"25";"32";"38";"47";"42"
"1 000 000 euro en meer";"Maastricht (SG)";"Niet-woningen; niet bewoond";"aantal";"";"";"";"374";"468";"487";"495";"573";"716";"734";"827";"881";"926";"940";"941"
"1 000 000 euro en meer";"Leeuwarden (GA)";"Totaal WOZ-objecten";"aantal";"";"";"";"232";"277";"283";"300";"301";"363";"372";"442";"476";"507";"536";"523"
"1 000 000 euro en meer";"Leeuwarden (GA)";"WOZ-objecten woningen";"aantal";"";"";"";"1";"-";"-";"-";"-";"3";"4";"4";"4";"4";"8";"3"
"1 000 000 euro en meer";"Leeuwarden (GA)";"Recreatiewoningen en overige woningen";"aantal";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"1 000 000 euro en meer";"Leeuwarden (GA)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"";"";"";"4";"4";"1";"2";"2";"1";"1";"2";"2";"3";"2";"2"
"1 000 000 euro en meer";"Leeuwarden (GA)";"Niet-woningen; niet bewoond";"aantal";"";"";"";"227";"273";"282";"298";"299";"359";"367";"436";"470";"500";"526";"518"
"1 000 000 euro en meer";"Maastricht (GA)";"Totaal WOZ-objecten";"aantal";"";"";"";"358";"458";"474";"487";"497";"630";"654";"743";"839";"907";"922";"925"
"1 000 000 euro en meer";"Maastricht (GA)";"WOZ-objecten woningen";"aantal";"";"";"";"2";"6";"8";"7";"8";"15";"20";"22";"68";"93";"97";"110"
"1 000 000 euro en meer";"Maastricht (GA)";"Recreatiewoningen en overige woningen";"aantal";"";"";"";"7";"4";"5";"11";"-";"1";"-";"-";"-";"-";"-";"-"
"1 000 000 euro en meer";"Maastricht (GA)";"Niet-woningen; gedeeltelijk bewoond";"aantal";"";"";"";"40";"68";"68";"66";"10";"13";"12";"20";"24";"27";"26";"23"
"1 000 000 euro en meer";"Maastricht (GA)";"Niet-woningen; niet bewoond";"aantal";"";"";"";"309";"380";"393";"403";"479";"601";"622";"701";"747";"787";"799";"792"
"Bron: CBS"
