region,period,total,total_occupied,total_not_occupied,oppucation_ratio
Beek (L.),01/01/2014,7417,7115,302,0.959282729
Beek (L.),01/01/2015,7416,7157,259,0.965075512
Beek (L.),01/01/2016,7415,7163,252,0.966014835
Beek (L.),01/01/2017,7410,7153,257,0.965317139
Beek (L.),01/01/2018,7424,7166,258,0.965247845
Beek (L.),01/01/2019,7485,7228,257,0.965664663
Beek (L.),01/01/2020,7488,7203,285,0.961939103
Beek (L.),01/01/2021,7496,7245,251,0.966515475
Beek (L.),01/01/2022,7505,7287,218,0.970952698
Beek (L.),01/01/2023,7547,7308,239,0.968331787
Beekdaelen,01/01/2012,,,,
Beekdaelen,01/01/2013,,,,
Beekdaelen,01/01/2014,,,,
Beekdaelen,01/01/2015,,,,
Beekdaelen,01/01/2016,,,,
Beekdaelen,01/01/2017,,,,
Beekdaelen,01/01/2018,,,,
Beekdaelen,01/01/2019,16635,15678,957,0.942470694
Beekdaelen,01/01/2020,16635,15771,864,0.948061317
Beekdaelen,01/01/2021,16711,15819,892,0.946621986
Beekdaelen,01/01/2022,16722,15867,855,0.948869752
Beekdaelen,01/01/2023,16765,15904,861,0.948643006
Beemster,01/01/2012,3422,3298,124,0.963763881
Beemster,01/01/2013,3432,3324,108,0.968531469
Beemster,01/01/2014,3635,3503,132,0.963686382
Beemster,01/01/2015,3641,3514,127,0.965119473
Beemster,01/01/2016,3657,3539,118,0.967733115
Beemster,01/01/2017,3790,3658,132,0.965171504
Beemster,01/01/2018,3836,3718,118,0.96923879
Beemster,01/01/2019,3941,3815,126,0.968028419
Beemster,01/01/2020,4036,3898,138,0.96580773
Beemster,01/01/2021,4051,3914,137,0.96618119
Beemster,01/01/2022,,,,
Beemster,01/01/2023,,,,
Beesel,01/01/2012,5939,5719,220,0.962956727
Beesel,01/01/2013,5925,5703,222,0.962531646
Beesel,01/01/2014,5904,5720,184,0.968834688
Beesel,01/01/2015,5911,5706,205,0.965318897
Beesel,01/01/2016,5882,5711,171,0.970928256
Beesel,01/01/2017,5888,5735,153,0.974014946
Beesel,01/01/2018,5946,5788,158,0.973427514
Beesel,01/01/2019,5959,5821,138,0.976841752
Beesel,01/01/2020,5965,5830,135,0.97736798
Beesel,01/01/2021,6040,5883,157,0.974006623
Beesel,01/01/2022,6067,5933,134,0.977913301
Beesel,01/01/2023,6095,5951,144,0.976374077
Bellingwedde,01/01/2012,4168,3880,288,0.930902111
Bellingwedde,01/01/2013,4136,3893,243,0.941247582
Bellingwedde,01/01/2014,4136,3888,248,0.940038685
Bellingwedde,01/01/2015,4128,3881,247,0.940164729
Bellingwedde,01/01/2016,4116,3879,237,0.942419825
Bellingwedde,01/01/2017,4117,3897,220,0.946563031
Bellingwedde,01/01/2018,,,,
Bellingwedde,01/01/2019,,,,
Bellingwedde,01/01/2020,,,,
Bellingwedde,01/01/2021,,,,
Bellingwedde,01/01/2022,,,,
Bellingwedde,01/01/2023,,,,
Berg en Dal,01/01/2012,,,,
Berg en Dal,01/01/2013,,,,
Berg en Dal,01/01/2014,,,,
Berg en Dal,01/01/2015,,,,
Berg en Dal,01/01/2016,15283,14619,664,0.956553033
Berg en Dal,01/01/2017,15397,14832,565,0.96330454
Berg en Dal,01/01/2018,15519,14984,535,0.965526129
Berg en Dal,01/01/2019,15645,15075,570,0.963566635
Berg en Dal,01/01/2020,15802,15280,522,0.966966207
Berg en Dal,01/01/2021,15854,15386,468,0.970480636
Berg en Dal,01/01/2022,15920,15437,483,0.969660804
Berg en Dal,01/01/2023,16082,15511,571,0.964494466
Bergambacht,01/01/2012,3942,3675,267,0.932267884
Bergambacht,01/01/2013,4019,3799,220,0.945260015
Bergambacht,01/01/2014,4142,3892,250,0.939642685
Bergambacht,01/01/2015,,,,
Bergambacht,01/01/2016,,,,
Bergambacht,01/01/2017,,,,
Bergambacht,01/01/2018,,,,
Bergambacht,01/01/2019,,,,
Bergambacht,01/01/2020,,,,
Bergambacht,01/01/2021,,,,
Bergambacht,01/01/2022,,,,
Bergambacht,01/01/2023,,,,
Bergeijk,01/01/2012,7456,7057,399,0.946486052
Bergeijk,01/01/2013,7573,7166,407,0.946256437
Bergeijk,01/01/2014,7653,7250,403,0.947340912
Bergeijk,01/01/2015,7679,7318,361,0.95298867
Bergeijk,01/01/2016,7742,7371,371,0.952079566
Bergeijk,01/01/2017,7770,7443,327,0.957915058
Bergeijk,01/01/2018,7810,7495,315,0.959667093
Bergeijk,01/01/2019,7870,7540,330,0.958068615
Bergeijk,01/01/2020,7970,7638,332,0.958343789
Bergeijk,01/01/2021,8027,7700,327,0.959262489
Bergeijk,01/01/2022,8161,7828,333,0.959196177
Bergeijk,01/01/2023,8225,7869,356,0.956717325
Bergen (L.),01/01/2012,5480,5278,202,0.963138686
Bergen (L.),01/01/2013,5497,5286,211,0.961615427
Bergen (L.),01/01/2014,5552,5343,209,0.962355908
Bergen (L.),01/01/2015,5594,5366,228,0.959242045
Bergen (L.),01/01/2016,5619,5402,217,0.961381029
Bergen (L.),01/01/2017,5669,5448,221,0.961016052
Bergen (L.),01/01/2018,5683,5469,214,0.962343832
Bergen (L.),01/01/2019,5723,5525,198,0.965402761
Bergen (L.),01/01/2020,5760,5543,217,0.962326389
Bergen (L.),01/01/2021,5793,5568,225,0.961160021
Bergen (L.),01/01/2022,5802,5592,210,0.963805584
Bergen (L.),01/01/2023,5836,5626,210,0.96401645
Bergen (NH.),01/01/2012,14658,12871,1787,0.878087051
Bergen (NH.),01/01/2013,14635,12881,1754,0.880150325
Bergen (NH.),01/01/2014,14988,13253,1735,0.884240726
Bergen (NH.),01/01/2015,14986,13276,1710,0.885893501
Bergen (NH.),01/01/2016,14976,13366,1610,0.892494658
Bergen (NH.),01/01/2017,14992,13409,1583,0.894410352
Bergen (NH.),01/01/2018,15113,13517,1596,0.894395553
Bergen (NH.),01/01/2019,15209,13610,1599,0.894864883
Bergen (NH.),01/01/2020,15344,13735,1609,0.895138165
Bergen (NH.),01/01/2021,15353,13760,1593,0.896241777
Bergen (NH.),01/01/2022,15383,13832,1551,0.899174413
Bergen (NH.),01/01/2023,15473,13903,1570,0.898532928
Bergen op Zoom,01/01/2012,29604,27846,1758,0.940616133
Bergen op Zoom,01/01/2013,29739,28143,1596,0.946333098
Bergen op Zoom,01/01/2014,29887,28301,1586,0.946933449
Bergen op Zoom,01/01/2015,30010,28386,1624,0.945884705
Bergen op Zoom,01/01/2016,29738,28424,1314,0.95581411
Bergen op Zoom,01/01/2017,29916,28503,1413,0.95276775
Bergen op Zoom,01/01/2018,30047,28748,1299,0.956767731
Bergen op Zoom,01/01/2019,30380,29048,1332,0.956155365
Bergen op Zoom,01/01/2020,30884,29498,1386,0.955122393
Bergen op Zoom,01/01/2021,30921,29567,1354,0.956210989
Bergen op Zoom,01/01/2022,31172,29751,1421,0.954414218
Bergen op Zoom,01/01/2023,31501,30021,1480,0.953017365
Berkelland,01/01/2012,18879,17944,935,0.950474072
Berkelland,01/01/2013,19205,18181,1024,0.946680552
Berkelland,01/01/2014,19390,18292,1098,0.943372873
Berkelland,01/01/2015,19299,18452,847,0.956111716
Berkelland,01/01/2016,19466,18590,876,0.954998459
Berkelland,01/01/2017,19458,18639,819,0.957909343
Berkelland,01/01/2018,19492,18741,751,0.961471373
Berkelland,01/01/2019,19541,18790,751,0.961567985
Berkelland,01/01/2020,19525,18833,692,0.964558259
Berkelland,01/01/2021,19594,18986,608,0.968970093
Berkelland,01/01/2022,19721,19102,619,0.968612139
Berkelland,01/01/2023,19840,19122,718,0.963810484
Bernheze,01/01/2012,11307,10882,425,0.962412665
Bernheze,01/01/2013,11368,10966,402,0.964637579
Bernheze,01/01/2014,11941,11321,620,0.94807805
Bernheze,01/01/2015,12000,11363,637,0.946916667
Bernheze,01/01/2016,12044,11451,593,0.950763866
Bernheze,01/01/2017,12059,11534,525,0.956464052
Bernheze,01/01/2018,12301,11764,537,0.956345013
Bernheze,01/01/2019,12451,11928,523,0.957995342
Bernheze,01/01/2020,12714,12238,476,0.962560956
Bernheze,01/01/2021,12798,12360,438,0.965775902
Bernheze,01/01/2022,12943,12529,414,0.968013598
Bernheze,01/01/2023,13107,12679,428,0.967345693
Bernisse,01/01/2012,5378,5103,275,0.948865749
Bernisse,01/01/2013,5499,5156,343,0.937625023
Bernisse,01/01/2014,5517,5183,334,0.939459851
Bernisse,01/01/2015,,,,
Bernisse,01/01/2016,,,,
Bernisse,01/01/2017,,,,
Bernisse,01/01/2018,,,,
Bernisse,01/01/2019,,,,
Bernisse,01/01/2020,,,,
Bernisse,01/01/2021,,,,
Bernisse,01/01/2022,,,,
Bernisse,01/01/2023,,,,
Best,01/01/2012,11703,11310,393,0.966418867
Best,01/01/2013,11769,11403,366,0.968901351
Best,01/01/2014,11965,11519,446,0.962724613
Best,01/01/2015,11952,11641,311,0.97397925
Best,01/01/2016,12031,11749,282,0.976560552
Best,01/01/2017,12326,11895,431,0.965033263
Best,01/01/2018,12353,12026,327,0.973528697
Best,01/01/2019,12535,12206,329,0.97375349
Best,01/01/2020,12698,12372,326,0.974326666
Best,01/01/2021,12977,12588,389,0.970023888
Best,01/01/2022,13199,12836,363,0.972497917
Best,01/01/2023,13337,12982,355,0.97338232
Beuningen,01/01/2012,10374,10062,312,0.969924812
Beuningen,01/01/2013,10365,10092,273,0.97366136
Beuningen,01/01/2014,10538,10222,316,0.970013285
Beuningen,01/01/2015,10581,10294,287,0.97287591
Beuningen,01/01/2016,10667,10370,297,0.97215712
Beuningen,01/01/2017,10829,10484,345,0.968141103
Beuningen,01/01/2018,11043,10737,306,0.972290139
Beuningen,01/01/2019,11090,10811,279,0.9748422
Beuningen,01/01/2020,11137,10892,245,0.978001257
Beuningen,01/01/2021,11262,11054,208,0.981530812
Beuningen,01/01/2022,11346,11132,214,0.981138727
Beuningen,01/01/2023,11391,11171,220,0.980686507
Beverwijk,01/01/2012,18325,17352,973,0.946903138
Beverwijk,01/01/2013,18483,17457,1026,0.944489531
Beverwijk,01/01/2014,18736,17745,991,0.947107173
Beverwijk,01/01/2015,18760,17790,970,0.948294243
Beverwijk,01/01/2016,18846,17952,894,0.952562878
Beverwijk,01/01/2017,19106,18185,921,0.951795248
Beverwijk,01/01/2018,19189,18270,919,0.952107979
Beverwijk,01/01/2019,19280,18327,953,0.950570539
Beverwijk,01/01/2020,19403,18536,867,0.955316188
Beverwijk,01/01/2021,19511,18638,873,0.955256009
Beverwijk,01/01/2022,19628,18799,829,0.957764418
Beverwijk,01/01/2023,19906,19054,852,0.957198835
het Bildt,01/01/2012,4539,4268,271,0.940295219
het Bildt,01/01/2013,4496,4234,262,0.941725979
het Bildt,01/01/2014,4559,4258,301,0.933976749
het Bildt,01/01/2015,4666,4413,253,0.945777968
het Bildt,01/01/2016,4696,4478,218,0.953577513
het Bildt,01/01/2017,4697,4498,199,0.957632531
het Bildt,01/01/2018,,,,
het Bildt,01/01/2019,,,,
het Bildt,01/01/2020,,,,
het Bildt,01/01/2021,,,,
het Bildt,01/01/2022,,,,
het Bildt,01/01/2023,,,,
De Bilt,01/01/2012,19274,18147,1127,0.941527446
De Bilt,01/01/2013,19363,18233,1130,0.941641275
De Bilt,01/01/2014,19195,18234,961,0.949934879
De Bilt,01/01/2015,19220,18375,845,0.95603538
De Bilt,01/01/2016,19260,18467,793,0.958826584
De Bilt,01/01/2017,19375,18646,729,0.962374194
De Bilt,01/01/2018,19412,18696,716,0.963115599
De Bilt,01/01/2019,19544,18682,862,0.955894392
De Bilt,01/01/2020,19577,18792,785,0.959901926
De Bilt,01/01/2021,19738,18890,848,0.957037187
De Bilt,01/01/2022,19814,18978,836,0.957807611
De Bilt,01/01/2023,19884,18991,893,0.955089519
Binnenmaas,01/01/2012,12428,11865,563,0.954699067
Binnenmaas,01/01/2013,12477,11921,556,0.955438006
Binnenmaas,01/01/2014,12565,12014,551,0.95614803
Binnenmaas,01/01/2015,12527,12055,472,0.962321386
Binnenmaas,01/01/2016,12608,12126,482,0.961770305
Binnenmaas,01/01/2017,12722,12229,493,0.961248231
Binnenmaas,01/01/2018,12809,12314,495,0.961355297
Binnenmaas,01/01/2019,,,,
Binnenmaas,01/01/2020,,,,
Binnenmaas,01/01/2021,,,,
Binnenmaas,01/01/2022,,,,
Binnenmaas,01/01/2023,,,,
Bladel,01/01/2012,8061,7664,397,0.950750527
Bladel,01/01/2013,8076,7739,337,0.958271421
Bladel,01/01/2014,8302,7952,350,0.957841484
Bladel,01/01/2015,8346,8029,317,0.962017733
Bladel,01/01/2016,8417,8099,318,0.962219318
Bladel,01/01/2017,8486,8191,295,0.965236861
Bladel,01/01/2018,8552,8239,313,0.963400374
Bladel,01/01/2019,8618,8288,330,0.961708053
Bladel,01/01/2020,8746,8403,343,0.960782072
Bladel,01/01/2021,8841,8500,341,0.961429703
Bladel,01/01/2022,8994,8664,330,0.963308873
Bladel,01/01/2023,9121,8806,315,0.965464313
Blaricum,01/01/2012,3888,3659,229,0.941100823
Blaricum,01/01/2013,4078,3847,231,0.943354586
Blaricum,01/01/2014,4151,3909,242,0.941700795
Blaricum,01/01/2015,4269,4051,218,0.948934177
Blaricum,01/01/2016,4363,4134,229,0.947513179
Blaricum,01/01/2017,4639,4390,249,0.946324639
Blaricum,01/01/2018,4864,4611,253,0.947985197
Blaricum,01/01/2019,4941,4718,223,0.954867436
Blaricum,01/01/2020,5075,4811,264,0.947980296
Blaricum,01/01/2021,5175,4935,240,0.953623188
Blaricum,01/01/2022,5330,5073,257,0.951782364
Blaricum,01/01/2023,5372,5126,246,0.954206999
Bloemendaal,01/01/2012,9439,8890,549,0.941837059
Bloemendaal,01/01/2013,9513,9049,464,0.95122464
Bloemendaal,01/01/2014,9565,9096,469,0.950967067
Bloemendaal,01/01/2015,9619,9184,435,0.954777004
Bloemendaal,01/01/2016,9653,9188,465,0.951828447
Bloemendaal,01/01/2017,9727,9276,451,0.953634214
Bloemendaal,01/01/2018,9894,9385,509,0.94855468
Bloemendaal,01/01/2019,9992,9501,491,0.950860689
Bloemendaal,01/01/2020,10034,9542,492,0.950966713
Bloemendaal,01/01/2021,10166,9607,559,0.945012788
Bloemendaal,01/01/2022,10181,9712,469,0.953933798
Bloemendaal,01/01/2023,10262,9735,527,0.948645488
Boarnsterhim,01/01/2012,8376,7921,455,0.945678128
Boarnsterhim,01/01/2013,8455,8025,430,0.949142519
Boarnsterhim,01/01/2014,,,,
Boarnsterhim,01/01/2015,,,,
Boarnsterhim,01/01/2016,,,,
Boarnsterhim,01/01/2017,,,,
Boarnsterhim,01/01/2018,,,,
Boarnsterhim,01/01/2019,,,,
Boarnsterhim,01/01/2020,,,,
Boarnsterhim,01/01/2021,,,,
Boarnsterhim,01/01/2022,,,,
Boarnsterhim,01/01/2023,,,,
Bodegraven-Reeuwijk,01/01/2012,13440,12493,947,0.92953869
Bodegraven-Reeuwijk,01/01/2013,13698,12730,968,0.929332749
Bodegraven-Reeuwijk,01/01/2014,13715,12831,884,0.935545024
Bodegraven-Reeuwijk,01/01/2015,13824,12989,835,0.939597801
Bodegraven-Reeuwijk,01/01/2016,14008,13159,849,0.939391776
Bodegraven-Reeuwijk,01/01/2017,14090,13329,761,0.945990064
Bodegraven-Reeuwijk,01/01/2018,14260,13440,820,0.942496494
Bodegraven-Reeuwijk,01/01/2019,14360,13678,682,0.952506964
Bodegraven-Reeuwijk,01/01/2020,14499,13852,647,0.955376233
Bodegraven-Reeuwijk,01/01/2021,14676,14056,620,0.957754156
Bodegraven-Reeuwijk,01/01/2022,14854,14254,600,0.95960684
Bodegraven-Reeuwijk,01/01/2023,15074,14424,650,0.956879395
Boekel,01/01/2012,3670,3497,173,0.952861035
Boekel,01/01/2013,3807,3624,183,0.951930654
Boekel,01/01/2014,3882,3706,176,0.954662545
Boekel,01/01/2015,3890,3711,179,0.953984576
Boekel,01/01/2016,3975,3797,178,0.955220126
Boekel,01/01/2017,4034,3882,152,0.962320278
Boekel,01/01/2018,4082,3928,154,0.962273395
Boekel,01/01/2019,4168,3995,173,0.958493282
Boekel,01/01/2020,4248,4076,172,0.959510358
Boekel,01/01/2021,4397,4220,177,0.959745281
Boekel,01/01/2022,4473,4292,181,0.959534988
Boekel,01/01/2023,4518,4342,176,0.96104471
Ten Boer,01/01/2012,2959,2862,97,0.967218655
Ten Boer,01/01/2013,2964,2871,93,0.968623482
Ten Boer,01/01/2014,3017,2924,93,0.969174677
Ten Boer,01/01/2015,3033,2939,94,0.969007583
Ten Boer,01/01/2016,3017,2919,98,0.967517401
Ten Boer,01/01/2017,3045,2938,107,0.964860427
Ten Boer,01/01/2018,3052,2939,113,0.962975098
Ten Boer,01/01/2019,,,,
Ten Boer,01/01/2020,,,,
Ten Boer,01/01/2021,,,,
Ten Boer,01/01/2022,,,,
Ten Boer,01/01/2023,,,,
Borger-Odoorn,01/01/2012,11644,10626,1018,0.912572999
Borger-Odoorn,01/01/2013,11619,10619,1000,0.913934074
Borger-Odoorn,01/01/2014,11710,10722,988,0.915627669
Borger-Odoorn,01/01/2015,11734,10740,994,0.915288904
Borger-Odoorn,01/01/2016,11714,10757,957,0.918302885
Borger-Odoorn,01/01/2017,11572,10645,927,0.919892845
Borger-Odoorn,01/01/2018,11608,10704,904,0.922122674
Borger-Odoorn,01/01/2019,11645,10736,909,0.921940747
Borger-Odoorn,01/01/2020,11374,10824,550,0.951644101
Borger-Odoorn,01/01/2021,11224,10851,373,0.966767641
Borger-Odoorn,01/01/2022,11276,10891,385,0.965856687
Borger-Odoorn,01/01/2023,11432,10994,438,0.961686494
Borne,01/01/2012,8951,8551,400,0.955312256
Borne,01/01/2013,9078,8779,299,0.96706323
Borne,01/01/2014,9155,8916,239,0.973894047
Borne,01/01/2015,9231,8997,234,0.974650634
Borne,01/01/2016,9316,9064,252,0.972949764
Borne,01/01/2017,9537,9275,262,0.972528049
Borne,01/01/2018,9748,9510,238,0.975584735
Borne,01/01/2019,9817,9598,219,0.977691759
Borne,01/01/2020,9954,9660,294,0.970464135
Borne,01/01/2021,10105,9828,277,0.972587828
Borne,01/01/2022,10290,9999,291,0.971720117
Borne,01/01/2023,10307,10063,244,0.976326768
Borsele,01/01/2012,9543,9022,521,0.945405009
Borsele,01/01/2013,9641,9144,497,0.948449331
Borsele,01/01/2014,9719,9174,545,0.943924272
Borsele,01/01/2015,9657,9198,459,0.952469711
Borsele,01/01/2016,9687,9258,429,0.955713843
Borsele,01/01/2017,9735,9303,432,0.955624037
Borsele,01/01/2018,9781,9353,428,0.956241693
Borsele,01/01/2019,9785,9399,386,0.960551865
Borsele,01/01/2020,9821,9374,447,0.954485287
Borsele,01/01/2021,9850,9437,413,0.958071066
Borsele,01/01/2022,9896,9497,399,0.959680679
Borsele,01/01/2023,10015,9619,396,0.960459311
Boskoop,01/01/2012,6168,5905,263,0.957360571
Boskoop,01/01/2013,6276,6002,274,0.956341619
Boskoop,01/01/2014,,,,
Boskoop,01/01/2015,,,,
Boskoop,01/01/2016,,,,
Boskoop,01/01/2017,,,,
Boskoop,01/01/2018,,,,
Boskoop,01/01/2019,,,,
Boskoop,01/01/2020,,,,
Boskoop,01/01/2021,,,,
Boskoop,01/01/2022,,,,
Boskoop,01/01/2023,,,,
Boxmeer,01/01/2012,11439,11034,405,0.964594807
Boxmeer,01/01/2013,11528,11112,416,0.963913949
Boxmeer,01/01/2014,11774,11293,481,0.959147274
Boxmeer,01/01/2015,11784,11347,437,0.962915818
Boxmeer,01/01/2016,11896,11453,443,0.962760592
Boxmeer,01/01/2017,12044,11650,394,0.967286616
Boxmeer,01/01/2018,12206,11846,360,0.970506308
Boxmeer,01/01/2019,12427,12028,399,0.967892492
Boxmeer,01/01/2020,12568,12228,340,0.972947167
Boxmeer,01/01/2021,12740,12401,339,0.973390895
Boxmeer,01/01/2022,,,,
Boxmeer,01/01/2023,,,,
Boxtel,01/01/2012,12729,12106,623,0.951056642
Boxtel,01/01/2013,12934,12321,613,0.952605536
Boxtel,01/01/2014,13192,12451,741,0.943829594
Boxtel,01/01/2015,13214,12552,662,0.949901619
Boxtel,01/01/2016,13296,12687,609,0.954196751
Boxtel,01/01/2017,13308,12749,559,0.957995191
Boxtel,01/01/2018,13333,12831,502,0.962349059
Boxtel,01/01/2019,13353,12876,477,0.96427769
Boxtel,01/01/2020,13401,12910,491,0.963360943
Boxtel,01/01/2021,14379,13837,542,0.962306141
Boxtel,01/01/2022,14468,13978,490,0.966132154
Boxtel,01/01/2023,14709,14145,564,0.961656129
Breda,01/01/2012,77016,73744,3272,0.957515321
Breda,01/01/2013,78851,75382,3469,0.956005631
Breda,01/01/2014,80716,77131,3585,0.955585014
Breda,01/01/2015,81291,78056,3235,0.960204697
Breda,01/01/2016,81649,78593,3056,0.962571495
Breda,01/01/2017,82231,79485,2746,0.966606268
Breda,01/01/2018,83253,80726,2527,0.969646739
Breda,01/01/2019,83793,81181,2612,0.968827945
Breda,01/01/2020,84567,81718,2849,0.966310736
Breda,01/01/2021,85230,82445,2785,0.967323712
Breda,01/01/2022,85869,83079,2790,0.967508647
Breda,01/01/2023,86727,83812,2915,0.966388783
Brielle,01/01/2012,7157,6621,536,0.925108286
Brielle,01/01/2013,7478,6892,586,0.921636801
Brielle,01/01/2014,7617,6924,693,0.909019299
Brielle,01/01/2015,7678,7040,638,0.916905444
Brielle,01/01/2016,7683,7098,585,0.923857868
Brielle,01/01/2017,7798,7255,543,0.930366761
Brielle,01/01/2018,7918,7374,544,0.931295782
Brielle,01/01/2019,7963,7464,499,0.937335175
Brielle,01/01/2020,8029,7506,523,0.934861128
Brielle,01/01/2021,8110,7593,517,0.936251541
Brielle,01/01/2022,8230,7704,526,0.936087485
Brielle,01/01/2023,,,,
Bronckhorst,01/01/2012,15566,14732,834,0.946421688
Bronckhorst,01/01/2013,15600,14865,735,0.952884615
Bronckhorst,01/01/2014,15997,15138,859,0.946302432
Bronckhorst,01/01/2015,16074,15234,840,0.947741695
Bronckhorst,01/01/2016,16117,15248,869,0.946081777
Bronckhorst,01/01/2017,16063,15296,767,0.952250514
Bronckhorst,01/01/2018,16088,15399,689,0.957173048
Bronckhorst,01/01/2019,16152,15416,736,0.954432888
Bronckhorst,01/01/2020,16198,15437,761,0.953018891
Bronckhorst,01/01/2021,16213,15486,727,0.95515944
Bronckhorst,01/01/2022,16317,15577,740,0.954648526
Bronckhorst,01/01/2023,16373,15643,730,0.955414402
Brummen,01/01/2012,9038,8701,337,0.96271299
Brummen,01/01/2013,9079,8757,322,0.964533539
Brummen,01/01/2014,9097,8795,302,0.966802242
Brummen,01/01/2015,9250,8967,283,0.969405405
Brummen,01/01/2016,9260,8987,273,0.970518359
Brummen,01/01/2017,9249,8967,282,0.969510217
Brummen,01/01/2018,9279,8996,283,0.969501024
Brummen,01/01/2019,9310,8991,319,0.965735768
Brummen,01/01/2020,9348,9063,285,0.969512195
Brummen,01/01/2021,9416,9133,283,0.969944775
Brummen,01/01/2022,9522,9218,304,0.968073934
Brummen,01/01/2023,9647,9309,338,0.964963201
Brunssum,01/01/2012,14255,13265,990,0.930550684
Brunssum,01/01/2013,14355,13353,1002,0.930198537
Brunssum,01/01/2014,14555,13372,1183,0.918722089
Brunssum,01/01/2015,14534,13346,1188,0.91826063
Brunssum,01/01/2016,14511,13392,1119,0.922886086
Brunssum,01/01/2017,14464,13425,1039,0.928166482
Brunssum,01/01/2018,14508,13475,1033,0.928797905
Brunssum,01/01/2019,14479,13464,1015,0.929898474
Brunssum,01/01/2020,14493,13415,1078,0.925619264
Brunssum,01/01/2021,14464,13437,1027,0.928996128
Brunssum,01/01/2022,14517,13513,1004,0.930839705
Brunssum,01/01/2023,14512,13430,1082,0.925441014
Bunnik,01/01/2012,5940,5734,206,0.965319865
Bunnik,01/01/2013,6082,5865,217,0.964320947
Bunnik,01/01/2014,6101,5901,200,0.967218489
Bunnik,01/01/2015,6207,6000,207,0.966650556
Bunnik,01/01/2016,6269,6059,210,0.966501834
Bunnik,01/01/2017,6342,6165,177,0.972090823
Bunnik,01/01/2018,6371,6206,165,0.974101397
Bunnik,01/01/2019,6379,6197,182,0.971468882
